jezm 江泽民
wlry 外来人员
kdtf 也谈
knmj 幽冥
vodm 挣到
bjks 颁奖仪式
cizs 茶座
fovh 扶正
gjzh 罐子
jfmw 记名
mggh 美国国会
ntrl 鸟人
brdh 不然的话
cvko 程控
ccdr 船东
dhfs 顿饭
fplq 分列
mmmy 明末
ngkk 那棵
ngtc 那台
qogi 抢过
roco 揉搓
shxw 双膝
sgkk 四款
wrmd 万民
ksgs 有所改善
vvdx 郑州大学
kfjg 课间
jsgx 技术革新
svrs 神啊
xhkl 心灰意冷
kthr 亦或
dngj 大官
fhkf 发狂
gskx 感受一下
misw 莫属
srsx 十二生肖
dnbc 大白
susn 散射
wxdu 雾灯
codo 拆掉
ctwz 畅通无阻
gdjv 高度集中
jlvo 仅指
poqu 捧起
pocc 拼凑
qugi 起过
svjv 神经质
kedr 亚东
djru 定然
qigk 球杆
tadp 疼得
tkqf 铁骑
zzka 则已
vkxz 锥形
bmjs 暴君
clju 传教
fajh 房间号
mfyf 谜语
xcdn 西大
xhkh 蜥蜴
ybcs 原唱
vggg 郑国
gqdj 顾全大局
gpsp 关山
mdvj 民宅
nhqr 难求
wwpc 尾盘
kgwu 医务
zlby 作罢
gojb 工具包
sadp 瘦得
wizn 兀自
vitg 主题歌
cpkb 曾用
dnrx 大碍
fhxy 发笑
mndq 买得起
mmzi 免遭
nkjx 牛角
vmkq 制空权
fhyo 发愿
jyse 井水
syso 算式
xrdb 轩然大波
ldck 练成
sjpo 实拍
xkbo 相悖
vlld 值了
bjhh 保驾护航
cnld 长龙
coce 揣测
fnvg 非正规
godu 拐点
jvbo 季报
jkpd 姜片
xrww 虚妄
kahp 已很
vzdu 赚点
dljd 代缴
sfgv 司法公正
xjbf 想尽办法
vmdv 争夺战
vwjx 肢解
vdjk 占道经营
ggss 国史
pspf 品评
rulb 热辣
tfkl 谭咏麟
xjcn 小乘
bihl 班会
bsds 吡啶
dcwv 到此为止
nsxr 哪些人
qqje 强加
rijb 若将
tkwf 天衣无缝
rols 按理说
bjfy 被罚
difq 达芬奇
gacm 古刹
qvsj 起止时间
xfbk 兴奋不已
jbgl 基本纲领
lrlr 累累
mpje 岷江
qixk 气相
qgjv 囚禁
rmnd 人民内部矛盾
rnrg 入耳
wwrz 维吾尔族
kgxr 阴虚
cyzl 重做
gtzv 高祖
hoxo 恒心
ljjx 裂解
xjkk 小羊
vubj 致病菌
wffw 无法访问
bnlt 不亮
clwy 从无
ddvv 跌跌撞撞
gjsj 鼓声
luyf 炼狱
lkzx 林则徐
mryc 墨鱼
ngdg 内丹
wymm 未明
jyke 击溃
ktxh 看戏
mmjk 免检
mbvj 目不转睛
rmgd 日光灯
svdx 苏州大学
xjmg 小门
ktba 眼病
bmjp 别具
bxql 不下去了
gary 古人云
wibd 王八蛋
xsdm 嗅到
zmch 暂存
vdcw 转产
zkjs 总会计师
dokx 打游戏
lhsj 联合收割机
shsc 社会生产
zxsh 早些时候
cyky 重开
peka 派克
qesy 潜水员
qdzz 轻则
qlsu 全数
swlt 胜率
sxqs 石器
cnwy 乘务员
doqi 打气
hinh 还难
jmgg 晋国
ngdw 内胆
zfkk 自负盈亏
bagu 病故
dnll 大佬
tsbj 听不见
xhvo 新招
zlza 做足
dwdn 胆大
hgsl 回收率
hbsc 货币市场
jdji 绝迹
grxh 个人喜好
gowl 工位
lkjr 梁静茹
srxh 输入信号
kimt 一亩
cylk 垂柳
nghr 那会儿
ncxr 凝血
sudo 散打
sfxo 谁想
tkhd 桃花岛
kskw 应用文
vdbb 织布
fbsf 防不胜防
jcbf 家常便饭
kidp 药典
zklz 杂粮
vikk 主要看
zokw 总以为
fplj 风平浪静
jlri 今儿
vvsk 种树
vosq 撞死
djcj 豆豉
hxjg 核心价值观
jdjj 绝境
qjbh 气急败坏
qlro 侵扰
tsck 同声传译
twso 脱手
xtjg 系统结构
zjpe 宗派
cjhm 城隍庙
qdsl 轻伤
tyfg 田园风光
yuzm 越早
vhvl 止住
cewe 测温
dsgw 电视购物
diwe 玷污
hkgl 话音刚落
kgsj 客观世界
nrtx 男同学
nkcs 难以承受
sedf 水电费
tvbq 停滞不前
xxbb 雄心勃勃
zlxv 作秀
cvcf 从重处罚
rkrq 柔韧
sozj 撒在
skrl 树人
tzhl 贴合
xfsj 详实
vsdy 只等
felx 法律系
jdbd 绝版
mqtg 弥陀
rsrh 人山人海
bllt 倍率
dnnr 大男人
djvx 地质学
dwka 多疑
mmhu 明火
ndxz 纳西族
swxv 属性值
wyjb 未将
bmqj 别去
gpti 共通
hwkh 好一会
jlsj 极乐世界
jkwd 姜维
mxwl 面向未来
sldm 伤到
tnkx 太阳穴
vnwn 之舞
fedu 浮点
dojc 打基础
sksk 杀生
wyga 未改
xrsr 血丝
cjtq 从今天起
dyrd 第二点
gtgk 高歌
lrgw 两股
qnbp 奇兵
sijk 送检
tuyc 条鱼
ymxt 晕眩
vkqp 战前
ckvl 差值
cwxz 朝鲜族
clcs 传唱
hvyd 和约
qlgy 企管
siki 芍药
skzj 锁在
xhkj 新科技
yrjs 与君
zkmk 自由贸易
dyrc 第二场
jysp 箭矢
jixn 近些年
wfvf 误诊
kkbw 椅背
klff 议论纷纷
kqff 意气风发
vuco 贞操
djfg 豆腐干
xkbo 校报
koly 扣篮
thkx 昙花一现
kkkx 奄奄一息
kqrs 由浅入深
hrbg 黑豹
jofl 拒付
qpla 前路
situ 薯条
svsj 私塾
xyyf 笑语
yidq 玉雕
yksk 榆树
voki 扎营
vidk 这栋
vhfm 正负
dndv 大地震
fkzh 方子
kyww 开外
yjjj 冤家
zndo 自担
bmxp 暴行
kmyc 抗美援朝
qjlr 去留
rntg 入团
rise 若水
xwvk 胸针
klkk 一劳永逸
yimg 玉门
vdkb 转用
chwk 此物
jjjj 斤斤计较
ljlf 老狼
shjz 受精
znrh 自爱
bzld 败了
hvjw 和局
humi 火苗
jdcj 巨大成就
pgrg 皮肉
phdb 频带
shzy 受罪
tesu 添上
vstj 中土
vicj 主城
bkkx 别有用心
dnjy 大剧院
dibo 党报
hisp 环山
hsxy 欢声笑语
jrtc 几台
wtms 文庙
vajw 支局
cccc 船舱
fpms 分明是
mkbh 没有变化
qrrl 求人
swkx 生物科学
xikk 现款
kbdu 严冬
vojg 指间
cyko 簇拥
ggcz 国粹
jxdp 解得
lmbt 量变
zjhv 灾祸
dati 导通
jftj 讲坛
jlch 仅此
ljfg 廉洁奉公
ledo 漏掉
rngj 入宫
xhxt 循环系统
ccgi 冲过
fkdl 放倒
ldfd 龙飞
ssdi 食道
sypc 算盘
tihz 通货
wxjr 无线接入
ywha 月华
zirl 遭人
jkdp 极短
joji 挤进
jmgj 剑光
rjsx 儒家思想
xlld 信了
xxqi 雪球
vkzh 栀子
rqxs 安全系数
clsw 从属
gtxf 高消费
jfvh 记者会
kokr 快意
qlxx 倾向性
svxo 私心
kfrs 诱饵
vnsw 之始
djpg 地皮
mmjd 面面俱到
plxo 偏心
kuhu 烟灰
kbje 严加
ylhz 鱼龙混杂
zjvs 在这时
vyto 重托
dhcw 断肠
jvzv 祭祖
jpjl 矫健
kaji 跨进
rfld 认了
vwcw 咫尺
zosy 总署
sdji 缩进
clvl 从众
djxt 地形图
kemk 游牧
rrjk 阿尔及利亚
begq 办公区
jdml 简单明了
jrwj 金融危机
ngwu 内务
qilm 气量
rwcj 如初
wqtn 弯头
kgvx 一个中心
fdku 飞燕
hode 撼动
qjvo 去抓
sugk 上钩
tild 逃了
wwss 外省市
kdrd 萦绕
bjvu 被炸
ckqw 成亲
doqu 打趣
dnsj 大宋
duke 冬泳
fbjh 发表讲话
skhu 生火
tkbv 铜版纸
xoxq 心弦
vocd 撞车
jutw 教她
ltbg 六部
vsjf 只讲
btxc 不同寻常
dlbh 代步
mfsk 马术
qehe 清河
kpnt 养鸟
kigt 药膏
zurs 走啊
dohe 打滑
gjvj 罐装
jmqv 静脉曲张
lyby 篱笆
snxs 射向
smwt 说明问题
tlxy 偷笑
bpbx 并不想
fvfv 非政府组织
hwwt 好文
ygvu 圆桌
bkjk 钣金
fujk 复检
gfjf 诡计
ljjx 垃圾箱
sebg 深部
sevy 深重
vikd 这一带
vdqd 值得期待
doge 打滚
hobl 忽必烈
kjql 客气了
ksvm 应制
bjgo 壁挂
ckvz 查账
gjnn 光年
hpff 很丰富
rlve 人治
sscv 史称
svql 私企
kbdv 用得着
lfrg 驴肉
chqk 存钱
gjso 鼓手
sygr 三更
tqgs 提起公诉
zslw 嘴脸
ygdj 园地
crld 尘埃落定
fisv 范思哲
grkj 更宽
mrgs 面馆
mvvk 民主主义
rdmk 软木
kvvs 有志之士
zuql 走俏
dwsu 多收
govg 挂职
newx 浓雾
sfxs 驶向
tkpy 特派员
xjmw 小名
vnbt 之变
jymt 金玉满堂
bahv 病患者
cgxc 陈小春
dylt 第六天
gocd 挂车
pjlr 飘来
silf 适龄
suxu 收效
sigm 蔬果
twqu 童趣
wyxi 无瑕
kekj 油烟机
bnyg 半圆
hssr 后事
jmsj 剑士
ncwi 能玩
prmh 平民化
rgzk 人格尊严
cssj 餐室
bgzk 不管怎么样
crtd 出人头地
dmgj 电光
dfqg 调取
hrpg 黑皮
rwfe 如法
cldi 传达
fpwn 封为
qlxe 倾泻
stvl 商住楼
vfvo 驻扎
czpo 彩排
cdvl 缠住
dhvb 对照表
hzgk 货柜
nxwt 哪些问题
sabp 十八
kwsh 一无所获
gono 挂念
mjwx 冥王星
sypy 三篇
yhjd 预缴
bnnn 半年内
cmsl 刺伤
dpfh 单反
dylm 等量
jrkk 几样
nhjx 难解
serf 深谙
bifc 苯酚
gack 改错
hpwn 很无奈
jmsh 剑圣
kysj 课余时间
mxbt 霉变
pdye 片源
qnyi 奇遇
sovg 扫帚
sttj 身体条件
wrgs 五谷
xdsv 斜视
vovu 忠贞
gagi 改过
mnki 买药
tidf 通读
kekq 演艺圈
jffp 记分
mrdf 马尔代夫
nrqn 男青年
nfkn 年复一年
rwcb 如常
ksvp 应知
gdja 勾践
jgxu 降下
wmfj 晚风
xcws 鲜味
rjxn 安息
dlmm 登录密码
jrvl 夹住
mkvx 贸易中心
sbdb 圣彼得堡
tato 跳投
wwcv 妄称
bnrw 不认为
ddzq 大大增强
jplp 卷帘
jmvr 节目主持人
pmdt 判断题
qxdl 情绪低落
sjdp 尚德
ttnt 鸵鸟
zjbg 总结报告
gftn 狗头
xytf 笑谈
kibo 一拨
voco 摘抄
bptj 崩塌
ljtl 逻辑推理
mezu 没走
mjjr 冥界
vksj 镇守
vjqq 至强
vvcv 茁壮成长
bbxi 布鞋
dnyn 大禹
vnme 长满
brbx 百宝箱
cunl 超能力
ksrl 库尔勒
lylo 罗拉
sehi 水花
vifp 这封
cunz 处女作
mohe 忙活
rnsj 入室
rosf 按说
ccty 参天
cbsf 常设
jexv 酒香
ltgp 离岗
mklf 梅兰芳
kltg 以图
jwvo 脚掌
jsfv 精神分裂症
jony 拘泥于
qljx 倾角
zala 足疗
ddsj 等待时间
jlsn 假释
nngp 年关
rkck 染成
xhjj 新军
bzlz 败类
jdzv 结缔组织
lckt 冷眼
mfsc 买方市场
tksk 桃树
tkvz 铁质
vsjd 只记得
blnl 伴你
fjfb 风帆
ksns 喀纳斯
losu 懒散
xdbm 细胞膜
kirl 一任
baph 扁平化
gxds 高兴地说
hjhr 黄金海岸
xong 心内
mdji 民建
pefe 漂浮
tjdi 坦荡
tylx 天雷
xsqk 现实情况
xjvr 宪章
dosf 搭讪
jcxk 集成显卡
tlwo 体悟
khsj 用户数据
btmo 变慢
dajw 跺脚
lolo 懒懒
mfld 马龙
sidi 世道
srxx 思想性
vwke 展演
dfky 调研员
fkjm 方剂
hshl 话说回来
jltn 件套
khbg 友邦
kwxj 有型
zofk 总费用
bxlk 标新立异
jjkp 寄养
lecj 澜沧江
ljbt 裂变
kgho 医患
kgsv 因私
ydka 约克
zzmf 责骂
vdjk 织机
czqk 彩旗
gxrs 感性认识
jefk 见方
kkdj 靠垫
pzdi 贫道
shxj 社会学家
wfld 误了
xxbg 雪豹
kthd 眼红
kejg 演讲稿
krkl 映入眼帘
kwrx 有碍
zjbd 在编
vaju 支教
swww 甩尾
biqg 边区
bgco 秉持
jrqg 几圈
sldj 倏地
cjcm 初春
mrno 默念
nahq 南韩
stjj 率军
vlfv 战略方针
zlkp 做空
bjqi 补气
rtls 鹅卵石
fksi 放送
fnjd 非经
fklv 非营利组织
jcfe 减法
kcvj 可乘之机
qpfy 前夫
sjtd 实体店
tnsp 太岁
trmc 天安门广场
krkg 牙医
vgvy 中共中央国务院
zlwv 做文章
czdu 彩灯
kmmw 刊名
qexm 浅显
qmpf 曲谱
xgfw 降服
zkmq 自由贸易区
flzi 仿造
ktgl 看过了
sybi 三班
svxt 生殖系统
xscp 响彻
kipd 药片
ywjj 月均
bmwz 白马王子
mhjl 孟加拉
pjsu 飘散
supk 上铺
srrd 丝绒
wtkf 文言
vasm 真善美
fvgj 法治国家
nofk 怒放
shcl 所传
wsws 嗡嗡
ktvn 兖州
vaki 直营
bnju 不敬
jljl 假借
qpcd 前车
rwgu 如故
syfl 三份
tovk 抬着
diqk 党旗
qnpi 奇葩
sisi 苏珊
krsi 音速
ygmw 圆梦
vwsh 展示会
hkwn 划为
jlwo 健忘
pfyg 评阅
spzz 山贼
cvsj 禅寺
jfhw 计划外
kgtj 客观条件
musp 灭鼠
whdo 武打
wjbd 武警部队
cork 惨案
hjle 寒流
hets 汉唐
hbbi 厚薄
lkvv 梁祝
mdqk 民权
ngsl 内伤
vgmt 皱眉头
dkkj 大开眼界
jkrj 监控软件
jiqn 近期内
lfdf 论调
mmvd 明明知道
nick 弄错
qqgo 强攻
xkvn 先兆
xoxk 想想看
yhjx 预见性
zdyi 载运
zmdc 最底层
gkps 观音菩萨
jdxs 精打细算
jtwl 就位
lgfg 联防
lake 路演
tovi 摊主
ccfq 冲锋枪
fpjx 分界线
skwj 生物碱
sebe 水波
vsjj 中军
cgvl 成功之路
jlco 僵持
snho 身患
hhvx 好好珍惜
qoxh 情绪化
txlv 同性恋者
kkgj 银光
bbxu 布下
gjrl 寡人
podk 拍电影
yilm 运量
vsxk 中西医
vljj 住家
vlrl 侏儒
fptl 分体
gkmb 盖帽
kncc 困难重重
luhl 炼化
siks 萨克斯
tibl 退保
xohx 性幻想
zrbd 再版
zzkh 则又
vwxi 甄选
hdky 红艳
wgkg 围困
keld 游龙
bgsk 闭上眼
naks 南口
setn 水头
vhbu 整备
bpsj 兵士
bnfg 不放过
ldki 绿茵
wsks 呜咽
bnkb 不厌
dpml 待命
ksho 可恨
lbsx 历史系
nwbj 脑白金
xgdx 香港大学
kdxu 乙烯
brln 百灵鸟
cnmd 长矛
cexv 沉香
cxrs 重新认识
gsdh 广东话
ngnc 内能
pasu 跑上
xdqh 续期
vsmj 蛛丝马迹
gomk 感冒药
ggjy 归咎于
hwxd 好兄弟
smkm 什么也没
kaci 已出
klrl 佣人
yigy 运管
caca 踌躇
cjcx 初见成效
hpco 很惨
vybk 罩杯
fjks 风口
grql 更全
mgho 魅惑
rdbb 绒布
xjgr 细菌感染
ksld 叶轮
bjhz 补货
qpqf 前驱
bsmj 不胜枚举
jjgg 经济改革
jjkt 井井有条
mwde 脉动
sksj 杀手锏
spmw 山姆
wovi 我主
zoxj 左下角
bbkl 彬彬有礼
cpky 崔永元
rwnw 婀娜
jugi 教过
cnmk 臭美
hlsb 会师
jthl 交合
qvhe 秦淮
qjdl 去掉了
tfdp 谈得
xhsx 新思想
dddd 等等等等
wtgg 亡国
xqjx 吸取教训
xwff 嫌犯
ksld 雅诗兰黛
bdzj 包在
bcrj 编程软件
gjml 宫颈糜烂
jese 浸湿
jbdq 局部地区
lels 劳伦斯
mgru 闷热
swlw 竖立
gtti 高通
jbvz 基本准则
jfkb 警用
sjdm 塞到
wwyd 婉约
xdsu 系数
sabz 扇贝
cgfe 除法
fdsi 飞升
hrxo 黑心
jrck 竟成
kbkk 苦不堪言
mrgg 盟国
mmcj 明初
sgbl 四倍
tixw 通信网
wesh 温顺
ccrn 凑热闹
cksu 村上
pold 拼了
xsqm 序曲
kqsi 引述
vewe 治污
vfcj 猪场
dbrl 带人
jzcf 精诚
xldi 仙道
blvy 保重
gjxc 光鲜
qlmx 全面性
wqml 完全民事行为能力
futc 赴台
ldjt 领导集体
wwqq 完完全全
kicv 一程
jefm 加菲猫
jmcz 剪彩
kjjr 客家人
sywo 算我
vfrl 诸人
bdnm 巴拿马
ffxs 奋发向上
llvd 理论指导
mbpw 每瓶
mejq 募集
wlkp 网络硬盘
wyth 无题
kncm 永春
vnje 之见
bkkw 本有
rydu 二点
jwtl 胶体
yejv 淤积
bkbk 棒棒
hebg 海豹
ldls 来电铃声
leqi 漏气
rkqi 锐气
tows 投喂
kovk 摇着
vnvj 之志
gtxk 高效益
hltj 会堂
slxx 私立学校
yyri 云儿
bdvx 包装箱
bktl 标题栏
dnfw 大富翁
dztp 赌徒
fcgj 非常关键
hglj 回老家
kxdl 开学典礼
koji 快进
tfcd 调车
jlhf 佳话
julj 敬老
jdxj 绝学
nglc 内里
qfyl 请原谅
shci 所出
rlby 阿拉伯语
cxdi 磁道
jivk 近战
logk 拉杆
qjgk 缺钙
rlwy 仍无
svlf 社论
sqsw 死尸
wrpw 巫婆
xihc 巡航
rdtj 安定团结
bpbj 八宝
fngj 逢年过节
gknd 戛纳
gsls 咕噜
hsjs 嚎叫
ktbk 看板
lrsq 累死
txjs 通讯技术
tixu 退下
xsdm 吓到
rgks 阿克苏
jdmb 继母
lxtc 露台
pbdk 迫不得已
tjmj 填埋
kwdy 有待于
vdjw 转嫁
wggz 网购
boto 摆摊
dwlc 肚里
jmzj 剧增
pgkj 皮衣
yxde 雨滴
dong 打闹
gyvl 管仲
ljxk 老朽
qeci 潜藏
spge 山沟
tvdw 统治地位
bnjo 不拘
ljfa 牢房
lwke 立业
qlxr 前列腺癌
qelx 清零
sutl 上体
sipc 速配
xqsf 雄狮
bndp 不待
rrti 而逃
hgkk 回款
jtzm 就怎么
syji 三节
svkv 私有制
tcbb 台币
vevg 助阵
cfkf 猖狂
lkjw 李靖
pmmr 剖面
yilr 运来
dkqh 档期
dpgg 岛国
nese 溺水
shhr 甚或
txgk 碳钢
wyxw 违约行为
kdxk 也先
kojj 拥军
cqhj 残害
dgns 丹尼斯
skks 牲口
vscn 中长
bosm 报时
bqbn 不屈不挠
hpkm 很有名
jefg 劫匪
mglk 门楼
tgkc 同义词
xeqi 泄气
xzlh 幸灾乐祸
rpck 容错
secw 沈从文
xfsi 详述
bjcj 补偿金
hwjk 婚检
jilz 进料
skvq 生长期
bobn 必不
bjkg 不拘一格
cvxo 称心
jcby 贾宝玉
lcpg 凉皮
nfvm 南方周末
dnkn 大义
glbo 个把
jkgj 金刚经
subn 数百年
xfjx 西方经济学
xvyy 祥云
kmvu 映照
rabt 癌变
cuzm 趁早
deld 淡了
gpfz 公费
kfdh 狂顶
pkdm 破口大骂
qkfe 枪法
vvzx 沾沾自喜
zzls 资料室
gadl 跪倒
huxu 灰熊
jfbv 记不住
ksju 可敬
mbpd 每片
plci 偏出
rfky 让开
sjdb 声带
sgwd 四维
xifl 现付
kbmm 严明
kade 异动
chdj 蚕豆
cozs 插嘴
cmse 春水
clju 从教
hwwl 婚外恋
jwst 奸商
lfri 鹿茸
qswl 千丝万缕
qlxd 侨乡
wtpk 委托培养
wyfj 无风
gmlq 革命老区
hrku 黑烟
jrvo 几招
ktck 看错
kdnx 扩大内需
bozl 必做
brvk 不容置疑
fhhf 发话
fpst 分省
qimr 球面
xwws 腥味
vabi 直逼
clsi 从速
gptl 关停
hiyb 荒原
sysr 三思
kidh 一朵花
kwdp 有德
bnjo 不惧
cxbd 持续不断
dyhf 答话
dmps 电喷
hksh 婚姻生活
jdxm 绞刑
mgyj 魔域
bcbb 白布
dxrl 大兴安岭
ggnw 闺女
lwvk 立着
qlbd 全包
rlyk 人欲
kckt 野鸭
lusk 卢梭
dojk 担架
lexy 流行于
qwmd 亲民
xyrl 笑傲
shju 所教
zaxu 足下
jizg 节奏感
xvjg 行政机构
knma 义卖
vhkj 整块
valg 直隶
fjrs 富饶
hwzu 好走
jqdx 剑桥大学
qegj 汽缸
rupf 热评
xdhc 现代化进程
cqpx 残破
csxh 唱戏
lcjp 冷峻
wphg 往回
znsb 在你身边
bjvi 宝珠
fgsn 防身
hwvo 好找
xjjl 小件
ksfm 应负
vosq 找死
cfrl 词人
frjg 凡间
hwtg 好图
mxfm 某些方面
wkmf 威猛
jrjx 夹角
jcvj 减至
tsme 吞没
wfcz 误操作
xkqo 羞怯
yihc 远航
vdby 纸笔
veke 汁液
dcfx 调查分析
fvxq 发展下去
fezj 浮在
lvkm 隆重开幕
nolj 您老
skgl 生个
tnlh 头领
khsc 用户手册
ylgj 余光
ciqi 出气
dstl 底特律
fgvo 防撞
jbql 基本权利
kpxo 空想
mani 卖弄
syjk 三剑客
kgws 医务室
dwfw 多方位
gghj 固化剂
heng 海内
hmqo 旱情
mftn 马头
snxr 失血
suvv 数种
kckn 要义
kwdy 有多远
cnll 从哪里来
djjh 登基
rylj 二老
gplw 公路网
hjkm 辉映
xmxg 显像管
vivy 珍重
vkmb 重要目标
cmxd 刺绣
rgdr 厄瓜多尔
fwss 服食
horr 忽而
jhtl 基体
lorh 怜爱
mosf 忙说
wglg 网联
wskx 唯一性
kwfl 有份
vsgh 中观
dldl 低低
mtjy 目击
pydq 偏远地区
zkbn 再也不能
spht 山核桃
jyss 简史
lrpo 两排
ldgj 绿光
vubb 桌布
gjfj 鼓风机
bnvo 不忠
ckck 成材
cjdy 初等
drde 东渡
mvcd 某种程度
rlwl 人力物力
sokg 手印
gkgm 工业革命
ngci 闹出
tsrj 天上人间
klvv 意料之中
voji 扎进
lslt 嘹亮
mvsm 毛色
tkbj 特别奖
xggk 寻根
prfp 平分
skpl 使用频率
kbxu 压下
bkks 不可一世
fjlc 风冷
mzlz 米粒
pexe 漂洗
xhhl 新华路
bkjd 本级
bizv 鼻祖
bnbk 不必要
lzrs 赖氨酸
tldx 特立独行
yhjs 预决算
dspd 电视频道
dwns 多年生
jigj 进宫
sifi 适逢
tokm 拖曳
srmi 思茅
wkrs 威尔士
xsdd 信誓旦旦
vidm 主动脉
vbvj 壮志
jrnc 竟能
kthi 眼花
kskb 摇身一变
zmqd 最轻
bcnw 白嫩
bksk 柏树
hdhe 红海
kjfb 宽幅
suhg 上回
smjk 刷机
swff 思维方法
cjsx 长江三峡
fegd 法国队
fmkm 副刊
hrsp 黑山
kuvd 卡纸
qevi 清蒸
fhmr 发麻
jrcx 金融创新
jrsb 金融时报
lfjg 立法机关
lswk 历史唯物主义
lrsv 两手抓
qsls 青山绿水
zvcl 祖传
bbhs 不饱和脂肪酸
fvvv 福祉
grks 更衣室
xcww 喜出望外
crgu 才敢
ccck 参差
cmsk 春生
cmbi 刺鼻
hiri 花蕊
toqu 挺起
wvtj 物质条件
vhsf 正说
vdvp 纸制品
dhhz 断货
mkvs 美中
tyzj 天灾
kedu 油灯
zkhz 杂货
lnxp 临行
ngjd 内经
qqbg 千奇百怪
tczz 台资
hsmg 哈密瓜
crkh 才又
hhly 黄河流域
qrjd 七级
tjkh 坛友
xsgj 携手共进
xhcf 新词
ygzh 园子
zdhj 组合键
kyho 开怀
ljkk 老款
lrxv 留香
mfld 猛龙
tjfk 塌方
tohi 提花
xsnj 销声匿迹
ycse 鱼水
rgxl 阿修罗
bymj 表面积
qhsd 蜷缩
qvzv 群众组织
kglz 阳离子
kcjl 要价
qkxi 欠薪
xhky 协和医院
kewl 液位
zjsb 宗师
bskm 榜上有名
bnbs 不能不说
dpxp 单行
dphp 单行
hqgd 韩国队
jjds 家底
kgzj 困在
lrwn 略为
tokj 提意见
dwkf 多言
mkrj 棉袄
mwtn 名头
tyvg 天职
tuzh 条子
vvbl 置之不理
bthp 变黄
qrhv 求和
setj 沙土
koke 悠游
yixg 遇险
vijd 逐渐的
dnlk 大梁
kihk 一横
vmje 召见
vivc 主战场
dyjw 等价物
hrbb 黑板报
jtld 交流电
ksdf 可读
mbbr 每百
wigj 王冠
wrku 胃炎
bnzb 不能自拔
ghgo 观感
svvn 视之
sxll 思想理论
wobd 我辈
vigt 主观题
dlgo 倒挂
dlxu 低效
kkhp 枯黄
syfa 三房
sxcf 率先垂范
woks 我要说
vbmk 壮美
fhsj 发射机
gkcj 歌唱家
jhsy 爵士乐
lctt 凉亭
ngkx 内科学
qcql 群策群力
vojk 指甲油
nkdx 农业大学
qnqq 牵强
risf 若说
wfxt 猥亵
wmdk 我们都要
yixk 运销
bilb 玻璃杯
hpgj 很关键
hidu 花灯
kyhl 开合
ledn 力大
xvne 香浓
kwfp 有分
zizl 造作
vshk 中海油
bnri 不若
cwdh 层叠
ckvs 村支书
nkfz 牛粪
pgfy 颇丰
pwlm 婆罗门
qlwu 侨务
rqdm 弱电
tkhj 钛合金
wpfu 往复
wnkp 为空
xjyy 写于
dwtw 多肽
qlxd 全系
rumu 热敏
tjci 甜菜
xqll 小巧玲珑
ccle 酬劳
mbtt 马不停蹄
mmcl 冒出来
bggp 闭关
cofo 搀扶
dnpc 大脑皮层
fopr 抚平
gthm 改头换面
hete 河滩
hrzh 黑子
hiyj 环宇
jrbk 夹板
rlrw 人来人往
tvzh 毯子
wwsk 外甥
xidf 选调
kksk 钥匙扣
jicb 进厂
ldhw 练好
lubn 卢比
posq 怕死
pexd 派系
romd 扰民
scbl 色彩斑斓
khzk 又怎样
dtck 督查
bdbl 巴比伦
cktn 锄头
dwdf 多读
hepe 海派
kvkj 科考
mzkx 民族英雄
vimk 这枚
blnw 伴娘
hldj 画龙点睛
husu 火上
jwrl 嫁人
ssqp 史前
weww 温婉
vzwu 账务
vsxj 只写
bgdj 半个多世纪
cjqm 裁切
gvyx 高职院校
sxhz 石河子
tnbd 头版
kijj 一件件
kglb 阴历
khbh 又不会
hnsx 华南师范大学
povd 批转
wrfk 五方
zsql 早上起来
dfcs 订餐
rybl 二倍
jntu 九条
ldwh 练武
xzyc 须臾
bhls 辩护律师
geqk 沟渠
hdrm 红日
hpqi 黄芩
hczk 皇族
jyqc 急于求成
jnvp 皆知
koyy 快于
ljfw 老妇
lvrm 利刃
xhvg 新郑
rpgz 安排工作
gdgx 感到高兴
guwg 敢问
gjvq 国家主权
hjml 皇家马德里
jtbb 交通不便
segs 深谷
tkbb 铜币
xikj 巡洋舰
cojx 持久性
heys 海员
jnkg 皆因
qmkj 切块
ktke 夜游
yuwl 越位
grws 个人卫生
jebf 加班费
jkcw 金城武
jsll 军事力量
jlxv 俊秀
rfsl 认识论
rwxo 如想
skxo 善心
tstv 土生土长
wyjm 无记名
xrxo 血性
kekg 游泳馆
vwwl 站位
vflr 驻留
gozv 工作制
jmzd 甲组
lsqk 廊桥
lbfe 历法
lmxm 量刑
ssxw 膳食纤维
kido 一抖
blkb 便用
bnhz 不会做
dysq 电源适配器
fusk 复生
gygm 干果
jnsp 九岁
rsbx 人身保险
wwkk 屋檐
znqg 自取
dnhc 大货车
dsgv 底稿
fqde 翻动
hlhl 会合
jjnk 经久耐用
ljsq 老死
tock 探查
tirf 退让
vedp 涨得
vnjt 之交
rize 艾滋
dyww 等外
jtxs 交响
scxw 市场行为
tkdy 特等
wyde 未动
ylyy 越来越远
vvvf 种猪
vylq 专列
csrh 出神入化
dnlb 大礼包
hogh 惠顾
jvvm 禁制
kxxu 砍下
lixh 理想化
pwjj 婆家
clha 储户
czdn 粗大
gxsk 硅酸盐
hflj 狐狸精
jmxl 剑侠
pkhz 铺货
synw 三娘
smmt 色盲
xtxs 形同虚设
ygxo 圆心
cwzh 肠子
cgmd 臣民
htkk 回头一看
jmwn 甲午
kiws 苦味
rwyk 如欲
